ACCT 201, ELEM FINANCIAL ACCOUNTING, 3 Units, 01, 10833, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, COB-140, Johnson D, Class instruction is: Face to Face - On Campus.
ENGL 205, CREATIVE WRITING FICTION, 3 Units, 04, 1323, NONE, NONE, 1 310, SEM, TuTh, 2-3:15PM, OPEN, HC-135, Staff, Class instruction is: Face to Face - On Campus.
ENGL 205, CREATIVE WRITING FICTION, 3 Units, 05, 2856, NONE, NONE, 1 310, SEM, TuTh, 12:30-1:45PM, OPEN, LA2-203, Cooper S, Class instruction is: Face to Face - On Campus.
ENGL 206, INTRO CREATIVE WRITING- POETRY, 3 Units, 01, 1324, NONE, NONE, 1 310, SEM, MW, 9:30-10:45AM, OPEN, LA2-203, Staff, Class instruction is: Face to Face - On Campus.
ENGL 206, INTRO CREATIVE WRITING- POETRY, 3 Units, 02, 3336, NONE, NONE, 1 310, SEM, TuTh, 3:30-4:45PM, OPEN, LA3-206, Staff, Class instruction is: Face to Face - On Campus.
ENGL 206, INTRO CREATIVE WRITING- POETRY, 3 Units, 03, 3963, NONE, NONE, 1 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA2-108, Staff, Class instruction is: Face to Face - On Campus.
ENGL 206, INTRO CREATIVE WRITING- POETRY, 3 Units, 04, 5894, NONE, NONE, 1 310, SEM, MW, 2-3:15PM, OPEN, LA3-206, Mohr W, Class instruction is: Face to Face - On Campus.
ENGL 242, THE BIBLE AS LITERATURE, 3 Units, 01, 10285, NONE, NONE, 310, LEC, MW, 12:30-1:45PM, OPEN, LA2-202, Brooks J, lass instruction is: Face to Face - On Campus. Class offered with CWL-242-01 R/ST-242-01
ENGL 250A, SURVEY OF ENGLISH LITERATURE, 4 Units, 01, 1325, NONE, NONE, 1 310, LEC, W, 4-7:50PM, OPEN, LA2-100, Staff, Class instruction is: Face to Face - On Campus.
ENGL 250A, SURVEY OF ENGLISH LITERATURE, 4 Units, 02, 1326, NONE, NONE, 1 310, LEC, TuTh, 10-11:50AM, OPEN, LA2-100, MitchellSmith I, Class instruction is: Face to Face - On Campus.
ENGL 250B, SURVEY OF ENGLISH LITERATURE, 4 Units, 01, 1327, NONE, NONE, 1 310, LEC, MW, 10-11:50AM, OPEN, AS-243, Li M, Class instruction is: Face to Face - On Campus.
ENGL 250B, SURVEY OF ENGLISH LITERATURE, 4 Units, 02, 1328, NONE, NONE, 1 310, LEC, MW, 3:30-5:20PM, OPEN, HC-133, Li M, Class instruction is: Face to Face - On Campus.
ENGL 270A, SURVEY OF AMERICAN LITERATURE, 4 Units, 01, 1334, NONE, NONE, 1 310, LEC, MW, 2-3:50PM, OPEN, LA2-100, Staff, Class instruction is: Face to Face - On Campus.
ENGL 270A, SURVEY OF AMERICAN LITERATURE, 4 Units, 02, 1335, NONE, NONE, 1 310, LEC, TuTh, 5-6:50PM, OPEN, LA2-202, Trevino R, Class instruction is: Face to Face - On Campus.
ENGL 270B, SURVEY OF AMERICAN LITERATURE, 4 Units, 01, 5895, NONE, NONE, 1 310, LEC, M, 4-7:50PM, OPEN, LA2-100, Staff, Class instruction is: Face to Face - On Campus.
ENGL 270B, SURVEY OF AMERICAN LITERATURE, 4 Units, 02, 10183, NONE, NONE, 1 310, LEC, TuTh, 3:30-5:20PM, OPEN, LA5-247, Staff, Class instruction is: Face to Face - On Campus.
ENGL 300, ADVANCED COMPOSITION, 3 Units, 01, 1329, NONE, NONE, 1 310, SEM, MW, 2-3:15PM, OPEN, HC-135, Staff, Class instruction is: Face to Face - On Campus.
ENGL 300, ADVANCED COMPOSITION, 3 Units, 02, 2968, NONE, NONE, 1 310, SEM, TuTh, 9:30-10:45AM, OPEN, ED2-216, Staff, Class instruction is: Face to Face - On Campus.
ENGL 300, ADVANCED COMPOSITION, 3 Units, 03, 5339, NONE, NONE, 1 310, SEM, MW, 11-12:15PM, OPEN, HC-135, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301A, ENGLISH PROFICIENCY, 3 Units, 01, 7740, NONE, NONE, 306, SEM, TuTh, 9:30-10:45AM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 301A, ENGLISH PROFICIENCY, 3 Units, 02, 7870, NONE, NONE, 306, SEM, TuTh, 8-9:15AM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 01, 2902, NONE, NONE, 1 310, SEM, Sa, 9-11:45AM, OPEN, LA2-100, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 02, 5103, NONE, NONE, 1 310, SEM, TuTh, 12:30-1:45PM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 03, 5124, NONE, NONE, 1 310, SEM, TuTh, 11-12:15PM, OPEN, LA2-203, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 04, 7832, NONE, NONE, 306 1, SEM, MW, 3:30-4:45PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 05, 7841, NONE, NONE, 310, SEM, Tu, 6-8:45PM, OPEN, LA3-109, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 06, 7871, NONE, NONE, 310, SEM, MW, 9:30-10:45AM, OPEN, LA2-208, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 07, 7872, NONE, NONE, 310, SEM, TuTh, 5:30-6:45PM, OPEN, HC-135, Staff, Class instruction is: Face to Face - On Campus.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 08, 9330, NONE, NONE, 306 1, SEM, MW, 3:30-4:45PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 301B, ENGLISH PROFICIENCY, 3 Units, 09, 9439, NONE, NONE, 310 1, SEM, MW, 12:30-1:45PM, OPEN, ED2-216, Staff, Class instruction is: Face to Face - On Campus.
ENGL 306, INTRMDT CRTIVE WRITING:POETRY, 3 Units, 01, 8348, NONE, NONE, 310, LEC, TuTh, 2-3:15PM, OPEN, LA5-355, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 01, 1330, NONE, NONE, 1 10 310, SEM, MW, 12:30-1:45PM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 02, 2714, NONE, NONE, 1 10 310, SEM, TuTh, 3:30-4:45PM, OPEN, LA1-300, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 03, 3588, NONE, NONE, 1 10 310, SEM, TuTh, 12:30-1:45PM, OPEN, LAB-128, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 04, 3589, NONE, NONE, 1 10 310, SEM, MW, 11-12:15PM, OPEN, ED2-160B, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 05, 7186, NONE, NONE, 310 1 10, SEM, MW, 5-6:15PM, OPEN, LA2-203, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 06, 7187, NONE, NONE, 310 1 10, SEM, TuTh, 5-6:15PM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 309, APPLD COMP FOR EDUCATORS K-8, 3 Units, 07, 7424, NONE, NONE, 310 1 10, SEM, W, 5-7:45PM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 310, APPLIED COMPOSITION, 4 Units, 01, 2793, NONE, NONE, 1 10 310, SEM, TuTh, 11-12:15PM, OPEN, ED2-160B, Staff, Class instruction is: Face to Face - On Campus.
ENGL 310, APPLIED COMPOSITION, 4 Units, 02, 2794, NONE, NONE, 305, ACT, NA, NA, OPEN, ONLINE-ONLY, Staff, Class instruction is: Asynch. Online-No Meet Times.
ENGL 310, APPLIED COMPOSITION, 4 Units, 03, 3421, NONE, NONE, 1 10 310, SEM, MW, 11-12:15PM, OPEN, LA2-203, Staff, Class instruction is: Face to Face - On Campus.
ENGL 310, APPLIED COMPOSITION, 4 Units, 04, 3422, NONE, NONE, 305, ACT, NA, NA, OPEN, ONLINE-ONLY, Staff, Class instruction is: Asynch. Online-No Meet Times.
ENGL 310, APPLIED COMPOSITION, 4 Units, 05, 5340, NONE, NONE, 310, SEM, MW, 2-3:15PM, OPEN, LA2-205, Staff, Class instruction is: Face to Face - On Campus.
ENGL 310, APPLIED COMPOSITION, 4 Units, 06, 5341, NONE, NONE, 305, ACT, NA, NA, OPEN, ONLINE-ONLY, Staff, Class instruction is: Asynch. Online-No Meet Times.
ENGL 317, PROFESSIONAL TECHNICAL WRITING, 3 Units, 01, 1331, NONE, NONE, 310 1, SEM, MW, 9:30-10:45AM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 317, PROFESSIONAL TECHNICAL WRITING, 3 Units, 02, 1332, NONE, NONE, 1 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 317, PROFESSIONAL TECHNICAL WRITING, 3 Units, 03, 1333, NONE, NONE, 306 1, SEM, M, 6:30-9:15PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 317, PROFESSIONAL TECHNICAL WRITING, 3 Units, 04, 4480, NONE, NONE, 1 310, SEM, TuTh, 12:30-1:45PM, OPEN, HC-135, Staff, Class instruction is: Face to Face - On Campus.
ENGL 317, PROFESSIONAL TECHNICAL WRITING, 3 Units, 05, 7254, NONE, NONE, 1 310, SEM, MW, 2-3:15PM, OPEN, LA2-207, Staff, lass instruction is: Face to Face - On Campus. BALA Cohort 9
ENGL 318, THEORY OF FICTION & FILM, 3 Units, 01, 2015, NONE, NONE, 1 310, SEM, W, 7-9:45PM, OPEN, LA2-120, Staff, Class instruction is: Face to Face - On Campus.
ENGL 320, ENGLISH GRAMMAR, 4 Units, 01, 2795, NONE, NONE, 1 310, LEC, TuTh, 2-3:50PM, OPEN, LA2-100, Staff, lass instruction is: Face to Face - On Campus. 1 reserved seat/s for SA@B students
ENGL 320, ENGLISH GRAMMAR, 4 Units, 02, 4439, NONE, NONE, 1 310, LEC, MW, 10-11:50AM, OPEN, LA2-100, Staff, lass instruction is: Face to Face - On Campus. 1 reserved seat/s for SA@B students
ENGL 337, TECHNOLOGY ENGLISH CLASSROOM, 3 Units, 01, 3723, NONE, NONE, 306, SEM, Tu, 6:30-9:15PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 337, TECHNOLOGY ENGLISH CLASSROOM, 3 Units, 02, 3970, NONE, NONE, 306, SEM, W, 6:30-9:15PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 363, SHAKESPEARE I, 4 Units, 01, 2524, NONE, NONE, 1 310, LEC, TuTh, 12-1:50PM, OPEN, LA2-100, van Elk M, Class instruction is: Face to Face - On Campus.
ENGL 363, SHAKESPEARE I, 4 Units, 02, 5342, NONE, NONE, 1 310, LEC, MW, 12-1:50PM, OPEN, LA2-100, Kermode L, Class instruction is: Face to Face - On Campus.
ENGL 370, CHICANA/O LATINA/O LITERATURE, 3 Units, 01, 4395, NONE, NONE, 310, SEM, TuTh, 12:30-1:45PM, OPEN, HSD-111, Rosales C, lass instruction is: Face to Face - On Campus. Class offered with CHLS-370-01
ENGL 372, COMEDY IN THE UNITED STATES, 3 Units, 01, 1336, NONE, NONE, 1 310, LEC, MW, 3:30-4:45PM, OPEN, HSCI-103, Staff, Class instruction is: Face to Face - On Campus.
ENGL 375, U.S. ETHNIC WRITERS, 3 Units, 01, 1337, NONE, NONE, 1 310, SEM, TuTh, 11-12:15PM, OPEN, LA2-105, Esparza A, Class instruction is: Face to Face - On Campus.
ENGL 375, U.S. ETHNIC WRITERS, 3 Units, 02, 5899, NONE, NONE, 1 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA2-207, Esparza A, Class instruction is: Face to Face - On Campus.
ENGL 375, U.S. ETHNIC WRITERS, 3 Units, 03, 6156, NONE, NONE, 1 310, SEM, MW, 11-12:15PM, OPEN, LA2-205, Staff, Class instruction is: Face to Face - On Campus.
ENGL 375, U.S. ETHNIC WRITERS, 3 Units, 04, 6622, NONE, NONE, 1 310, SEM, MW, 2-3:15PM, OPEN, LAB-212, Staff, Class instruction is: Face to Face - On Campus.
ENGL 375, U.S. ETHNIC WRITERS, 3 Units, 05, 7425, NONE, NONE, 1 310, SEM, TuTh, 2-3:15PM, OPEN, LA2-207, Esparza A, Class instruction is: Face to Face - On Campus.
ENGL 380, APPROACHES TO ENGLISH STUDIES, 4 Units, 01, 2377, NONE, NONE, 1 310, SEM, MW, 12-1:50PM, OPEN, AS-243, Williams M, Class instruction is: Face to Face - On Campus.
ENGL 380, APPROACHES TO ENGLISH STUDIES, 4 Units, 02, 3222, NONE, NONE, 1 310, SEM, TuTh, 12-1:50PM, OPEN, AS-243, Scenters-Zapico J, Class instruction is: Face to Face - On Campus.
ENGL 380, APPROACHES TO ENGLISH STUDIES, 4 Units, 03, 3499, NONE, NONE, 1 310, SEM, MW, 10-11:50AM, OPEN, LA2-207, Williams M, Class instruction is: Face to Face - On Campus.
ENGL 380, APPROACHES TO ENGLISH STUDIES, 4 Units, 04, 4152, NONE, NONE, 1 310, SEM, TuTh, 10-11:50AM, OPEN, AS-243, Scenters-Zapico J, Class instruction is: Face to Face - On Campus.
ENGL 380, APPROACHES TO ENGLISH STUDIES, 4 Units, 05, 4425, NONE, NONE, 1 310, SEM, MW, 12-1:50PM, OPEN, LA2-207, Staff, Class instruction is: Face to Face - On Campus.
ENGL 380, APPROACHES TO ENGLISH STUDIES, 4 Units, 06, 5343, NONE, NONE, 1 310, SEM, TuTh, 5:30-7:20PM, OPEN, LA1-310, Staff, Class instruction is: Face to Face - On Campus.
ENGL 382, WOMEN AND LITERATURE, 3 Units, 01, 10286, NONE, NONE, 1 310, LEC, MW, 2-3:15PM, OPEN, LA2-107, Staff, Class instruction is: Face to Face - On Campus.
ENGL 385, THE SHORT STORY, 3 Units, 01, 1338, NONE, NONE, 1 310, LEC, TuTh, 4-5:15PM, OPEN, LA2-100, Staff, Class instruction is: Face to Face - On Campus.
ENGL 385, THE SHORT STORY, 3 Units, 02, 2016, NONE, NONE, 1 306, LEC, TuTh, 11-12:15PM, OPEN, ONLINE-ONLY, Pennington M, Class instruction is: Synch. Online - Meet Times.
ENGL 386, POETRY, 3 Units, 01, 2068, NONE, NONE, 1 310, LEC, TuTh, 11-12:15PM, OPEN, LA1-310, Mohr W, Class instruction is: Face to Face - On Campus.
ENGL 386, POETRY, 3 Units, 02, 4399, NONE, NONE, 1 310, LEC, MW, 2-3:15PM, OPEN, LA1-310, Staff, Class instruction is: Face to Face - On Campus.
ENGL 387, COMICS AND GRAPHIC NARRATIVES, 3 Units, 01, 9048, NONE, NONE, 310, SEM, TuTh, 12:30-1:45PM, OPEN, LA1-310, Staff, Class instruction is: Face to Face - On Campus.
ENGL 404, CREATIVE WRIT CREATIVE NONFICT, 3 Units, 01, 2598, NONE, NONE, 1 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA2-208, Greenberg S, Class instruction is: Face to Face - On Campus.
ENGL 404, CREATIVE WRIT CREATIVE NONFICT, 3 Units, 02, 5344, NONE, NONE, 310 1, SEM, TuTh, 2-3:15PM, OPEN, LA2-108, Greenberg S, Class instruction is: Face to Face - On Campus.
ENGL 404, CREATIVE WRIT CREATIVE NONFICT, 3 Units, 03, 5345, NONE, NONE, 1 310, SEM, MW, 2-3:15PM, OPEN, LA2-208, Staff, Class instruction is: Face to Face - On Campus.
ENGL 404, CREATIVE WRIT CREATIVE NONFICT, 3 Units, 04, 5346, NONE, NONE, 310 1, SEM, MW, 12:30-1:45PM, OPEN, LA2-108, Glatt L, Class instruction is: Face to Face - On Campus.
ENGL 405, CREATIVE WRITING- SHORT STORY, 3 Units, 01, 1339, NONE, NONE, 1 310, SEM, MW, 12:30-1:45PM, OPEN, LA2-208, Staff, Class instruction is: Face to Face - On Campus.
ENGL 405, CREATIVE WRITING- SHORT STORY, 3 Units, 02, 1340, NONE, NONE, 1 310, SEM, TuTh, 2-3:15PM, OPEN, LA2-208, Cooper S, Class instruction is: Face to Face - On Campus.
ENGL 405, CREATIVE WRITING- SHORT STORY, 3 Units, 03, 1341, NONE, NONE, 310 1, SEM, TuTh, 9:30-10:45AM, OPEN, LA3-206, Hernandez D, Class instruction is: Face to Face - On Campus.
ENGL 405, CREATIVE WRITING- SHORT STORY, 3 Units, 04, 2442, NONE, NONE, 310 1, SEM, TuTh, 11-12:15PM, OPEN, LA3-206, Cooper S, Class instruction is: Face to Face - On Campus.
ENGL 405, CREATIVE WRITING- SHORT STORY, 3 Units, 05, 2796, NONE, NONE, 1 310, SEM, MW, 11-12:15PM, OPEN, LA3-109, Glatt L, Class instruction is: Face to Face - On Campus.
ENGL 406, CREATIVE WRITING- POETRY, 3 Units, 01, 1342, NONE, NONE, 1 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA2-203, Seyburn P, Class instruction is: Face to Face - On Campus.
ENGL 406, CREATIVE WRITING- POETRY, 3 Units, 02, 1343, NONE, NONE, 1 310, SEM, TuTh, 11-12:15PM, OPEN, LA2-108, Hernandez D, Class instruction is: Face to Face - On Campus.
ENGL 406, CREATIVE WRITING- POETRY, 3 Units, 03, 1344, NONE, NONE, 1 310, SEM, MW, 11-12:15PM, OPEN, LA2-208, Mohr W, Class instruction is: Face to Face - On Campus.
ENGL 406, CREATIVE WRITING- POETRY, 3 Units, 04, 1345, NONE, NONE, 1 310, SEM, TuTh, 2-3:15PM, OPEN, LA2-203, Hernandez D, Class instruction is: Face to Face - On Campus.
ENGL 407, CREATIVE WRITING- NOVEL, 3 Units, 01, 2495, NONE, NONE, 306, SEM, M, 5:30-8:15PM, OPEN, ONLINE-ONLY, Staff, nstructor Consent Required Class instruction is: Synch. Online - Meet Times.
ENGL 407, CREATIVE WRITING- NOVEL, 3 Units, 02, 7514, NONE, NONE, 1 310, SEM, TuTh, 12:30-1:45PM, OPEN, LA2-108, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
ENGL 407, CREATIVE WRITING- NOVEL, 3 Units, 03, 7769, NONE, NONE, 306 1, SEM, Tu, 5:30-8:15PM, OPEN, ONLINE-ONLY, Staff, nstructor Consent Required Class instruction is: Synch. Online - Meet Times.
ENGL 410, THEORIES OF WRITING & LITERACY, 3 Units, 01, 3591, NONE, NONE, 1 13 310, SEM, TuTh, 2-3:15PM, OPEN, AS-243, Staff, Class instruction is: Face to Face - On Campus.
ENGL 410, THEORIES OF WRITING & LITERACY, 3 Units, 02, 3592, NONE, NONE, 1 13 310, SEM, MW, 12:30-1:45PM, OPEN, HC-135, Matuchniak T, Class instruction is: Face to Face - On Campus.
ENGL 411, RSRCH METHD RHETORIC/COMP, 4 Units, 01, 2499, NONE, NONE, 1 13 310, SEM, MW, 3:30-5:20PM, OPEN, HC-135, Williams M, Class instruction is: Face to Face - On Campus.
ENGL 416, TECHNICAL EDITING, 4 Units, 01, 3374, NONE, NONE, 1 310, LEC, M, 4-7:50PM, OPEN, LA2-206, Staff, Class instruction is: Face to Face - On Campus.
ENGL 417, PROPOSAL WRITING, 3 Units, 01, 3777, NONE, NONE, 1 310, SEM, W, 6-8:45PM, OPEN, LA2-206, Staff, Class instruction is: Face to Face - On Campus.
ENGL 418, MANUAL WRITING, 3 Units, 01, 4621, NONE, NONE, 306, SEM, Tu, 6-8:45PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 419, WRIT SCIENCE SOC SCIENC & TECH, 3 Units, 01, 4622, NONE, NONE, 310, SEM, Th, 6-8:45PM, OPEN, LA2-206, Staff, Class instruction is: Face to Face - On Campus.
ENGL 436, THEORIES & PRACTICES READING, 3 Units, 01, 3971, NONE, NONE, 310, LEC, Tu, 4-6:45PM, OPEN, LA2-206, Staff, Class instruction is: Face to Face - On Campus.
ENGL 453, LITERATURE OF LATE RENAISSANCE, 3 Units, 01, 8360, NONE, NONE, 1 13 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA2-205, van Elk M, Class instruction is: Face to Face - On Campus.
ENGL 455, ENGL LITERATURE- ENLIGHTENMENT, 3 Units, 01, 10201, NONE, NONE, 1 13 310, SEM, MW, 2-3:15PM, OPEN, AS-243, Schurer N, Class instruction is: Face to Face - On Campus.
ENGL 459, ENGLISH LIT 20TH CENTURY, 3 Units, 01, 3174, NONE, NONE, 1 13 310, SEM, Tu, 5:30-8:15PM, OPEN, LA2-100, Blankley E, Class instruction is: Face to Face - On Campus.
ENGL 463, SHAKESPEARE II, 3 Units, 01, 5347, NONE, NONE, 1 310, SEM, MW, 11-12:15PM, OPEN, LA2-105, Staff, Class instruction is: Face to Face - On Campus.
ENGL 466, IRISH LIT IN ENGLISH, 3 Units, 01, 7526, NONE, NONE, 1 13, SEM, TuTh, 3:30-4:45PM, OPEN, LA2-205, van Elk M, Class instruction is: Face to Face - On Campus.
ENGL 469V, VIRGINIA WOOLF, 4 Units, 01, 7515, NONE, NONE, 1, SEM, MW, 2-3:50PM, OPEN, LA2-203, Blankley E, Class instruction is: Face to Face - On Campus.
ENGL 473, AMERICAN LITERATURE: 1865-1918, 3 Units, 01, 10203, NONE, NONE, 1 13 310, SEM, TuTh, 3:30-4:45PM, OPEN, LA2-105, Wegener F, Class instruction is: Face to Face - On Campus.
ENGL 474, 20TH CENTURY AMERICAN LIT, 3 Units, 01, 10205, NONE, NONE, 1 13 310, SEM, MW, 3:30-4:45PM, OPEN, LAB-114, Staff, Class instruction is: Face to Face - On Campus.
ENGL 475, THE AMERICAN SHORT STORY, 3 Units, 01, 3597, NONE, NONE, 1 13 310, SEM, TuTh, 2-3:15PM, OPEN, LA2-205, Staff, Class instruction is: Face to Face - On Campus.
ENGL 476A, AMERICAN POETRY, 3 Units, 01, 10666, NONE, NONE, 1 13 310, SEM, MW, 5:30-6:45PM, OPEN, LA2-205, Hart G, Class instruction is: Face to Face - On Campus.
ENGL 476B, AMERICAN POETRY, 3 Units, 01, 5402, NONE, NONE, 1 13 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA1-310, Seyburn P, Class instruction is: Face to Face - On Campus.
ENGL 477B, THE AMERICAN NOVEL, 3 Units, 01, 8367, NONE, NONE, 1 13 310, SEM, MW, 2-3:15PM, OPEN, LA2-206, Wegener F, Class instruction is: Face to Face - On Campus.
ENGL 481, CHILDREN'S LITERATURE, 3 Units, 01, 2904, NONE, NONE, 310, LEC, TuTh, 3:30-4:45PM, OPEN, HSCI-105, Staff, lass instruction is: Face to Face - On Campus. 1 reserved seat/s for SA@B students
ENGL 481, CHILDREN'S LITERATURE, 3 Units, 02, 4789, NONE, NONE, 310, LEC, MW, 12:30-1:45PM, OPEN, LA2-205, Staff, Class instruction is: Face to Face - On Campus.
ENGL 482, LITERATURE FOR ADOLESCENTS, 4 Units, 01, 2689, NONE, NONE, 1 307, SEM, TuTh, 11-12:15PM, OPEN, LA2-207, Staff, Class instruction is: Hybrid (Face to Face & Online).
ENGL 482, LITERATURE FOR ADOLESCENTS, 4 Units, 01, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
ENGL 482, LITERATURE FOR ADOLESCENTS, 4 Units, 02, 2822, NONE, NONE, 1 307, SEM, TuTh, 12:30-1:45PM, OPEN, LA2-207, Staff, Class instruction is: Hybrid (Face to Face & Online).
ENGL 482, LITERATURE FOR ADOLESCENTS, 4 Units, 02, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
ENGL 489D, LITERARY BLOOMSBURY, 4 Units, 01, 10208, NONE, NONE, 310 1, SEM, Tu, 4-7:45PM, OPEN, LA2-208, Li M, Class instruction is: Face to Face - On Campus.
ENGL 489E, RADICAL PROTEST LIT. OF THE US, 4 Units, 01, 8370, NONE, NONE, 1 310, SEM, TuTh, 2-3:50PM, OPEN, LA1-310, Lopez D, Class instruction is: Face to Face - On Campus.
ENGL 489K, HIST BOOK IN EARLY MOD ENGLND, 4 Units, 01, 10209, NONE, NONE, 310 1, SEM, MW, 3:30-5:20PM, OPEN, LA1-310, Kermode L, Class instruction is: Face to Face - On Campus.
ENGL 489L, NARRATIVES OF SLAVERY AND FRDM, 4 Units, 01, 10665, NONE, NONE, 1 310, SEM, TuTh, 12-1:50PM, OPEN, LA2-205, Trevino R, Class instruction is: Face to Face - On Campus.
ENGL 493, PROF PREPARATION FOR WRITERS, 3 Units, 01, 8595, NONE, NONE, 306, SEM, Sa, 9:30-12:15PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ENGL 494, GUIDED PROJ IN PROF/TECH WRTNG, 3 Units, 01, 8596, NONE, RESERVED SEATS, 305 3, SEM, NA, NA, OPEN (RESERVED), ONLINE-ONLY, Griswold W, Class instruction is: Asynch. Online-No Meet Times.
ENGL 495, PROF WRITING CERTIFICATE PORTF, 3 Units, 01, 8597, NONE, RESERVED SEATS, 305 3, SEM, NA, NA, OPEN (RESERVED), ONLINE-ONLY, Griswold W, Class instruction is: Asynch. Online-No Meet Times.
ENGL 496B, RIPRAP LITERARY JOURNAL, 3 Units, 01, 7516, NONE, NONE, 1 13, SEM, MW, 3:30-4:45PM, OPEN, LA2-105, Glatt L, Class instruction is: Face to Face - On Campus.
ENGL 499, DIRECTED STUDIES, 1-3 Units, 01, 1346, NONE, NONE, 1 3 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Staff, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ENGL 505B, SEMINAR IN PROSE WRITING, 4 Units, 01, 3236, NONE, NONE, 1 15 310, SEM, TuTh, 12-1:50PM, OPEN, ED2-216, Greenberg S, Class instruction is: Face to Face - On Campus.
ENGL 506B, SEMINAR IN POETRY WRITING, 4 Units, 01, 3079, NONE, NONE, 1 15 310, SEM, TuTh, 12-1:50PM, OPEN, LA2-208, Seyburn P, Class instruction is: Face to Face - On Campus.
ENGL 510, THEORIES OF WRITING & LITERACY, 3 Units, 01, 3593, NONE, NONE, 1 13 310, SEM, TuTh, 2-3:15PM, OPEN, AS-243, Staff, Class instruction is: Face to Face - On Campus.
